Advisory,Advisory ID,Published Date,Updated Date,URL,CVE IDs,Description,CVSS Base Score 3.1,CVSS Vector 3.1,CVSS Base Score 4.0,CVSS Vector 4.0,Affected Products,Recommendation
Intel® Data Center GPU Max Series Advisory,INTEL-SA-01041,"May 14, 2024","May 14, 2024",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-01041.html,['CVE-2023-47165'],Improper conditions check in the Intel® Data Center GPU Max Series 1100 and 1550 products may allow an privileged user to potentially enable denial of service via local access.,,,,,Intel® Data Center GPU Max Series 1100 and 1550 products.,Intel recommends that users follow the steps outlined in the article linked below to address this issue: Intel® Data Center GPU Max Series 1100 and 1550 PVC Virtualization Configuration Guidelines.
Intel® PROSet/Wireless WiFi and Bluetooth® Advisory,INTEL-SA-01039,"May 14, 2024","May 14, 2024",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-01039.html,"['CVE-2023-38654', 'CVE-2023-47859', 'CVE-2023-47210', 'CVE-2023-45845', 'CVE-2023-38417', 'CVE-2023-40536']",Race condition for some some Intel® PROSet/Wireless WiFi software for Windows before version 23.20 may allow an unauthenticated user to potentially enable denial of service via adjacent access.,,,,,"Intel® PROSet/Wireless Wi-Fi software before version 23.20. CVE ID

Affected Products

Affected OS

CVE-2023-38654
CVE-2023-40536

Intel® Wi-Fi 6 AX200
Intel® Wi-Fi 6 AX201
Intel® Wi-Fi 6E AX210
Intel® Wi-Fi 6E AX211
Intel® Wi-Fi 6E AX411
Intel® Killer™ Wi-Fi 6 AX1650
Intel® Killer™ Wi-Fi 6E AX1675
Intel® Killer™ Wi-Fi 6E AX1690
Intel® Wi-Fi 7 BE200
Intel® Wi-Fi 7 BE202

Windows 10 & 11

CVE-2023-38417

Intel® Wi-Fi 6 AX200
Intel® Wi-Fi 6 AX201
Intel® Wi-Fi 6E AX210
Intel® Wi-Fi 6E AX211
Intel® Wi-Fi 6E AX411
Intel® Wireless-AC 9260
Intel® Wireless-AC 9560
Intel® Killer™ Wi-Fi 6 AX1650
Intel® Killer™ Wi-Fi 6E AX1675
Intel® Killer™ Wi-Fi 6E AX1690
Intel® Wi-Fi 7 BE200
Intel® Wi-Fi 7 BE202

Windows 10 & 11
Linux
Chrome

CVE-2023-47210

Intel® Wireless-AC 9260
Intel® Wireless-AC 9560
Intel® Killer™ Wi-Fi 6 AX1650
Intel® Wi-Fi 6 AX200
Intel® Wi-Fi 6 AX201
Intel® Wi-Fi 7 BE200
Intel® Wi-Fi 7 BE202

Linux, Chrome  Intel® Wireless Bluetooth® products before version 23.20: CVE ID

Affected Products

Affected OS

CVE-2023-47859 
CVE-2023-45845

Intel® Wi-Fi 6 AX411
Intel® Wi-Fi 6 AX211
Intel® Wi-Fi 6 AX210
Intel® Wi-Fi 6 AX201
Intel® Wi-Fi 6 AX200
Intel® Wireless-AC 9560
Intel® Wireless-AC 9462
Intel® Wireless-AC 9461
Intel® Wireless-AC 9260
Intel® Dual Band Wireless-AC 3168
Intel® Wireless 7265 (Rev D) Family
Intel® Dual Band Wireless-AC 3165
Intel® Wi-Fi 7 BE200
Intel® Wi-Fi 7 BE202

Windows 10 & 11","Windows OS:

Intel recommends that users of Intel® PROSet/Wireless Wi-Fi software update to version 23.20 or later. Updates are available for download at these locations: .exe installer: https://www.intel.com/content/www/us/en/download/19351/812774/windows-10-and-windows-11-wi-fi-drivers-for-intel-wireless-adapters.html IT admin package: https://www.intel.com/content/www/us/en/download/18231/812775/intel-proset-wireless-software-and-drivers-for-it-admins.html Intel recommends updating the affected Intel® Wireless Bluetooth® products to software version 23.20 or later. Windows 10 and Windows 11 updates are available for download at this location: https://www.intel.com/content/www/us/en/download/18649/intel-wireless-bluetooth-for-windows-10-and-windows-11.html Chrome OS:
Consult the regular open-source channels to obtain this update.

Linux OS:
Consult the regular open-source channels to obtain this update."
Intel® Power Gadget Software Advisory,INTEL-SA-01037,"May 14, 2024","May 14, 2024",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-01037.html,"['CVE-2023-45217', 'CVE-2023-40070', 'CVE-2023-46689', 'CVE-2023-38581', 'CVE-2023-42773', 'CVE-2023-46691', 'CVE-2023-45736', 'CVE-2023-45846', 'CVE-2023-45315', 'CVE-2023-41234', 'CVE-2023-38420']",Improper conditions check in Intel® Power Gadget software for macOS all versions may allow an authenticated user to potentially enable information disclosure via local access.,,,,,Intel® Power Gadget software for Windows before version 3.6.0. Intel® Power Gadget software for macOS X before version 3.7.0.,"Intel has issued a Product Discontinuation Notice for Intel® Power Gadget and recommends that users of the Intel® Power Gadget uninstall it or discontinue use at their earliest convenience. Product Discontinuation Notice:
https://www.intel.com/content/www/us/en/developer/articles/tool/power-gadget.html"
Intel® TDX Module Software Advisory,INTEL-SA-01036,"May 14, 2024","May 14, 2024",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-01036.html,"['CVE-2023-45745', 'CVE-2023-47855']",Improper input validation in some Intel® TDX module software before version 1.5.05.46.698 may allow a privileged user to potentially enable escalation of privilege via local access.,,,,,Intel® TDX module software before version TDX_1.5.05.46.698.,Intel recommends that users of the Intel® TDX module update to the latest version provided by the system manufacturer that addresses these issues.
Intel® PCM Software Advisory,INTEL-SA-01035,"May 14, 2024","May 14, 2024",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-01035.html,['CVE-2024-21818'],Uncontrolled search path in some Intel® PCM software before version 202311 may allow an authenticated user to potentially enable escalation of privilege via local access.,,,,,Intel® PCM software before version 202311.,Intel recommends updating Intel® PCM to version 202311 or later. Updates are available for download at this location: https://github.com/intel/pcm/releases
Intel® VTune™ Profiler Advisory,INTEL-SA-01034,"May 14, 2024","May 14, 2024",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-01034.html,['CVE-2023-45320'],Uncontrolled search path element in some Intel® VTune™ Profiler software before version 2024.0 may allow an authenticated user to potentially enable escalation of privilege via local access.,,,,,Intel® VTune™ Profiler software before version 2024.0.,Intel recommends updating Intel® VTune™ Profiler software to version 2024.0 or later. Updates are available for download at this location: https://www.intel.com/content/www/us/en/developer/articles/tool/oneapi-standalone-components.html#vtune
Intel® Chipset Device Software Advisory,INTEL-SA-01032,"May 14, 2024","May 14, 2024",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-01032.html,['CVE-2024-21814'],Uncontrolled search path for some Intel® Chipset Device Software before version 10.1.19444.8378 may allow an authenticated user to potentially enable escalation of privilege via local access.,,,,,Intel® Chipset Device Software before version 10.1.19444.8378.,Intel recommends updating Intel® Chipset Device Software to version 10.1.19444.8378 or later. Updates are available for download at this location: https://www.intel.com/content/www/us/en/download/776553
Intel® DSA Software Uninstaller Advisory,INTEL-SA-01031,"May 14, 2024","May 14, 2024",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-01031.html,['CVE-2023-45743'],Uncontrolled search path in some Intel® DSA software uninstallers before version 23.4.39.10 may allow an authenticated user to potentially enable escalation of privilege via local access.,,,,,Intel® DSA software uninstaller before version 23.4.39.10.,Intel recommends updating Intel® DSA software uninstaller to version 23.4.39.10 or later. Updates are available for download at this location: https://www.intel.com/content/www/us/en/download/19333/intel-driver-support-assistant-uninstaller.html
Intel® CST Software Advisory,INTEL-SA-01021,"May 14, 2024","May 14, 2024",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-01021.html,"['CVE-2023-40155', 'CVE-2023-43487', 'CVE-2023-39433', 'CVE-2023-41082']",Null pointer dereference for some Intel® CST software before version 2.1.10300 may allow an authenticated user to potentially enable denial of service via local access.,,,,,Intel® CST software before version 2.1.10300.,Intel recommends that users of Intel® CST software update to the latest version provided by the system manufacturer that addresses these issues.
Intel® Arc™ Control Software Advisory,INTEL-SA-01020,"May 14, 2024","May 14, 2024",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-01020.html,"['CVE-2023-29165', 'CVE-2023-27305', 'CVE-2023-25952', 'CVE-2022-42879']",NULL pointer dereference in some Intel® Arc™ Control software before version 1.73.5335.2 may allow an authenticated user to potentially enable denial of service via local access.,,,,,Intel® Arc™ Control software before version 1.73.5335.2.,"Intel recommends updating Intel® Arc™ Control software to version 1.73.5335.2 bundled in Intel® Graphics Driver 31.0.101.4953 or later. Updates are available for download at this location:

https://www.intel.com/content/www/us/en/products/docs/discrete-gpus/arc/software/arc-control.html"
Intel® CBI Software Advisory,INTEL-SA-01013,"May 14, 2024","May 14, 2024",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-01013.html,['CVE-2023-43745'],Improper input validation in some Intel® CBI software before version 1.1.0 may allow an authenticated user to potentially enable denial of service via local access.,,,,,Intel® CBI software before version 1.1.0.,"Intel recommends updating Intel® CBI software to version 1.1.0 or later. Updates are available for download at this location:

https://github.com/intel/code-base-investigator/releases"
Libva Library Advisory,INTEL-SA-01012,"May 14, 2024","May 14, 2024",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-01012.html,['CVE-2023-39929'],Uncontrolled search path in some Libva software maintained by Intel® before version 2.20.0 may allow an authenticated user to potentially enable escalation of privilege via local access.,,,,,"Libva library maintained by Intel® before version 2.20.0. Libva iotg-lin-gfx-libva library maintained by Intel®, all versions.",Intel recommends updating Libva library maintained by Intel® to version 2.20.0 or later. Updates are available for download at this location: https://github.com/intel/libva/releases  Intel has issued a Product Discontinuation notice for Libva iotg-lin-gfx-libva library maintained by Intel® and recommends that users of the iotg-lin-gfx-libva maintained by Intel® uninstall it or discontinue use at their earliest convenience.
Intel® FPGA Firmware Advisory,INTEL-SA-01007,"May 14, 2024","May 14, 2024",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-01007.html,['CVE-2023-41092'],Unchecked return value in SDM firmware for Intel(R) Stratix 10 and Intel(R) Agilex 7 FPGAs before version 23.3 may allow an authenticated user to potentially enable denial of service via adjacent access.,,,,,"Intel Agilex® 7 FPGAs and SoC FPGAs Firmware versions after 21.4

Intel® Stratix® 10 FPGAs and SoC FPGAs Firmware versions after 21.2",Intel recommends updating Intel Agilex® 7 FPGAs and SoC FPGAs Firmware to version 23.3 or higher. Intel recommends updating Intel® Stratix® 10 FPGAs and SoC FPGAs Firmware to version 23.3 or higher. Updates to generate firmware version 23.3 or higher is available for download at this location: FPGA Design Software - Intel® Quartus® Prime
Intel® DLB Driver Advisory,INTEL-SA-00996,"May 14, 2024","May 14, 2024",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00996.html,['CVE-2024-22015'],Improper input validation for some Intel® DLB driver software before version 8.5.0 may allow an authenticated user to potentially denial of service via local access.,,,,,Intel® Dynamic Load Balancer before version 8.5.0.,Intel recommends updating Intel® Dynamic Load Balancer to version 8.5.0 or later. Updates are available for download at this location: https://www.intel.com/content/www/us/en/download/686372
Intel® DTT Software Installer Advisory,INTEL-SA-00984,"May 14, 2024","May 14, 2024",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00984.html,['CVE-2024-21813'],Exposure of resource to wrong sphere in some Intel® DTT software installers may allow an authenticated user to potentially enable escalation of privilege via local access.,,,,,Intel® DTT software v8.x before version 8.7.10802.26924_V2 for 11th Generation Intel® Core™ Processor Family or earlier. Intel® DTT software v9.x before version 9.0.11400.36441 for 12th Generation Intel® Core™ Processor Family or later.  Intel® DTT software v8.x before version 8.7.10802.26924_V2 for Intel® NUC M15 Laptop Kits LAPBC710 and LAPBC510. Intel® DTT software v9.x before version 9.0.11400.36441 for Intel® NUC M15 Laptop Kits LAPRC710 and LAPRC510.,"Intel recommends that users of Intel® DTT software installers for Intel® Core™ Processor Family update to the latest version provided by the system manufacturer that addresses these issues.  Updates for Intel® NUC M15 Laptop Kits are available for download at these locations: Intel® NUC M15 Laptop Kits LAPBC710 and LAPBC510:
https://www.intel.com/content/www/us/en/download/19731  Intel® NUC M15 Laptop Kits LAPRC710 and LAPRC510:
https://www.intel.com/content/www/us/en/download/736480  Product support for many NUC products has moved to ASUS. Technical and Warranty Support for Intel’s NUC 7 through NUC 13 Systems has transitioned to ASUS as of January 16, 2024. See the NUC Customer Support notice for more information."
Intel® Trace Analyzer and Collector Software Advisory,INTEL-SA-00983,"May 14, 2024","May 14, 2024",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00983.html,['CVE-2024-22384'],Out-of-bounds read for some Intel® Trace Analyzer and Collector software before version 2022.0.0 published Nov 2023 may allow an authenticated user to potentially enable information disclosure via local access.,,,,,Intel® Trace Analyzer and Collector software before version 2022.0.0 published Nov 2023. Intel® oneAPI HPC Toolkit before version 2024.0.1.,"Intel recommends updating Intel® Trace Analyzer and Collector software to version 2022.0.0 published Nov 2023 or later. Updates are available for download at this location:
https://www.intel.com/content/www/us/en/developer/articles/tool/oneapi-standalone-components.html#trace  Intel® Trace Analyzer and Collector is also a component of the Intel® oneAPI HPC Toolkit. Updates are available for download at this location:
https://www.intel.com/content/www/us/en/developer/tools/oneapi/hpc-toolkit-download.html"
